Abbreviation	Equation	Lower	Upper	Present	Synthetic objective	GeneAssociation	Knockout cost	Knockin cost
PSERT	[c] : 3php + glu-L --> akg + pser-L			1	0	((b0907))	1	1
PSERtex	pser-L[e] <==> pser-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PSP_L	[c] : h2o + pser-L --> pi + ser-L			1	0	((b4388))	1	1
PSP_Lpp	[p] : h2o + pser-L --> pi + ser-L			1	0	((b4055))	1	1
PSSA120	[c] : cdpdddecg + ser-L --> cmp + h + ps120			1	0	((b2585))	1	1
PSSA140	[c] : cdpdtdecg + ser-L --> cmp + h + ps140			1	0	((b2585))	1	1
PSSA141	[c] : cdpdtdec7eg + ser-L --> cmp + h + ps141			1	0	((b2585))	1	1
PSSA160	[c] : cdpdhdecg + ser-L --> cmp + h + ps160			1	0	((b2585))	1	1
PSSA161	[c] : cdpdhdec9eg + ser-L --> cmp + h + ps161			1	0	((b2585))	1	1
PSSA180	[c] : cdpdodecg + ser-L --> cmp + h + ps180			1	0	((b2585))	1	1
PSSA181	[c] : cdpdodec11eg + ser-L --> cmp + h + ps181			1	0	((b2585))	1	1
PTA2	[c] : pi + ppcoa --> coa + ppap			1	0	((b2297))	1	1
PTAr	[c] : accoa + pi <==> actp + coa			1	0	((((b2297)_OR_(b2458))))	2	1
PTHRpp	[p] : h2o + thrp --> pi + thr-L			1	0	((b4055))	1	1
PTPATi	[c] : atp + h + pan4p --> dpcoa + ppi			1	0	((b3634))	1	1
PTRCabcpp	atp[c] + h2o[c] + ptrc[p] --> adp[c] + h[c] + pi[c] + ptrc[c]			1	0	((((((b0854_AND_b0855_AND_b0856_AND_b0857)))_OR_(((b1123_AND_b1124_AND_b1125_AND_b1126)))_OR_(((b1440_AND_b1441_AND_b1442_AND_b1443))))))	3	4
PTRCORNt7pp	orn[c] + ptrc[p] <==> orn[p] + ptrc[c]			1	0	((b0692))	1	1
PTRCt2pp	h[p] + ptrc[p] --> h[c] + ptrc[c]			1	0	((((b0692)_OR_(b1296))))	2	1
PTRCTA	[c] : akg + ptrc --> 4abutn + glu-L			1	0	((b3073))	1	1
PTRCtex	ptrc[e] <==> ptrc[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PUNP1	[c] : adn + pi <==> ade + r1p			1	0	((b4384))	1	1
PUNP2	[c] : dad-2 + pi <==> 2dr1p + ade			1	0	((b4384))	1	1
PUNP3	[c] : gsn + pi <==> gua + r1p			1	0	((((b2407)_OR_(b4384))))	2	1
PUNP4	[c] : dgsn + pi <==> 2dr1p + gua			1	0	((((b2407)_OR_(b4384))))	2	1
PUNP5	[c] : ins + pi <==> hxan + r1p			1	0	((((b2407)_OR_(b4384))))	2	1
PUNP6	[c] : din + pi <==> 2dr1p + hxan			1	0	((((b2407)_OR_(b4384))))	2	1
PUNP7	[c] : pi + xtsn <==> r1p + xan			1	0	((b2407))	1	1
PYAM5PO	[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p			1	0	((b1638))	1	1
PYDAMK	[c] : atp + pydam --> adp + h + pyam5p			1	0	((b2418))	1	1
PYDXK	[c] : atp + pydx --> adp + h + pydx5p			1	0	((((b1636)_OR_(b2418))))	2	1
PYDXNK	[c] : atp + pydxn --> adp + h + pdx5p			1	0	((b2418))	1	1
PYDXPP	[c] : h2o + pydx5p --> pi + pydx			1	0		0	0
PYK	[c] : adp + h + pep --> atp + pyr			1	0	((((b1676)_OR_(b1854))))	2	1
PYNP2r	[c] : pi + uri <==> r1p + ura			1	0	((b3831))	1	1
PYRt2rpp	h[p] + pyr[p] <==> h[c] + pyr[c]			1	0		0	0
PYRtex	pyr[e] <==> pyr[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
QMO2	[c] : (2) o2 + q8h2 --> (2) h + (2) o2s + q8			1	0	((b3029))	1	1
QMO3	[c] : mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s			1	0	((b3029))	1	1
QULNS	[c] : dhap + iasp --> (2) h2o + pi + quln			1	0	((b0750))	1	1
R15BPK	[c] : atp + r15bp --> adp + prpp			1	0	((b4094))	1	1
R1PK	[c] : atp + r1p --> adp + h + r15bp			1	0		0	0
R5PP	[c] : h2o + r5p --> pi + rib-D			1	0	((b0822))	1	1
R5PPpp	[p] : h2o + r5p --> pi + rib-D			1	0	((b4055))	1	1
R5Ptex	r5p[e] <==> r5p[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
RBFK	[c] : atp + ribflv --> adp + fmn + h			1	0	((b0025))	1	1
RBFSa	[c] : 4r5au + db4p --> dmlz + (2) h2o + pi			1	0	((b1662))	1	1
RBFSb	[c] : (2) dmlz --> 4r5au + ribflv			1	0	((b0415))	1	1
RBK	[c] : atp + rib-D --> adp + h + r5p			1	0	((b3752))	1	1
RBK_L1	[c] : atp + rbl-L --> adp + h + ru5p-L			1	0	((b0063))	1	1
RBP4E	[c] : ru5p-L <==> xu5p-D			1	0	((((b0061)_OR_(b3583)_OR_(b4198))))	3	1
RHAT1	[c] : dtdprmn + kphphhlipa --> dtdp + h + icolipa			1	0	((b3629))	1	1
RHCCE	[c] : rhcys --> dhptd + hcys-L			1	0	((b2687))	1	1
RIBabcpp	atp[c] + h2o[c] + rib-D[p] --> adp[c] + h[c] + pi[c] + rib-D[c]			1	0	((((((b3748_AND_b3749_AND_b3750_AND_b3751)))_OR_(((b4086_AND_b4087_AND_b4088)))_OR_(((b4227_AND_b4230_AND_b4231_AND_b4485))))))	3	3
RIBtex	rib-D[e] <==> rib-D[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
RMI	[c] : rmn <==> rml			1	0	((b3903))	1	1
RMK	[c] : atp + rml --> adp + h + rml1p			1	0	((b3904))	1	1
RMNtex	rmn[e] <==> rmn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
RMNtpp	h[p] + rmn[p] --> h[c] + rmn[c]			1	0	((b3907))	1	1
RMPA	[c] : rml1p <==> dhap + lald-L			1	0	((b3902))	1	1
RNDR1	[c] : adp + trdrd --> dadp + h2o + trdox			1	0	((((((((b2234_AND_b2235))_AND_b2582)))_OR_(((((b2234_AND_b2235))_AND_b3781))))))	2	3
RNDR1b	[c] : adp + grxrd --> dadp + grxox + h2o			1	0	((((((((b2675_AND_b2676))_AND_b0849)))_OR_(((((b2675_AND_b2676))_AND_b1064)))_OR_(((((b2675_AND_b2676))_AND_b1654)))_OR_(((((b2675_AND_b2676))_AND_b3610))))))	4	3
RNDR2	[c] : gdp + trdrd --> dgdp + h2o + trdox			1	0	((((((((b2234_AND_b2235))_AND_b2582)))_OR_(((((b2234_AND_b2235))_AND_b3781))))))	2	3
RNDR2b	[c] : gdp + grxrd --> dgdp + grxox + h2o			1	0	((((((((b2675_AND_b2676))_AND_b0849)))_OR_(((((b2675_AND_b2676))_AND_b1064)))_OR_(((((b2675_AND_b2676))_AND_b1654)))_OR_(((((b2675_AND_b2676))_AND_b3610))))))	4	3
RNDR3	[c] : cdp + trdrd --> dcdp + h2o + trdox			1	0	((((((((b2234_AND_b2235))_AND_b2582)))_OR_(((((b2234_AND_b2235))_AND_b3781))))))	2	3
RNDR3b	[c] : cdp + grxrd --> dcdp + grxox + h2o			1	0	((((((((b2675_AND_b2676))_AND_b0849)))_OR_(((((b2675_AND_b2676))_AND_b1064)))_OR_(((((b2675_AND_b2676))_AND_b1654)))_OR_(((((b2675_AND_b2676))_AND_b3610))))))	4	3
RNDR4	[c] : trdrd + udp --> dudp + h2o + trdox			1	0	((((((((b2234_AND_b2235))_AND_b2582)))_OR_(((((b2234_AND_b2235))_AND_b3781))))))	2	3
RNDR4b	[c] : grxrd + udp --> dudp + grxox + h2o			1	0	((((((((b2675_AND_b2676))_AND_b0849)))_OR_(((((b2675_AND_b2676))_AND_b1064)))_OR_(((((b2675_AND_b2676))_AND_b1654)))_OR_(((((b2675_AND_b2676))_AND_b3610))))))	4	3
RNTR1c	[c] : atp + fldrd --> datp + fldox + h2o			1	0	((((((b0684_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b0684_AND_b4238)))_OR_(((b2895_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b2895_AND_b4238))))))	4	2
RNTR2c	[c] : fldrd + gtp --> dgtp + fldox + h2o			1	0	((((((b0684_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b0684_AND_b4238)))_OR_(((b2895_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b2895_AND_b4238))))))	4	2
RNTR3c	[c] : ctp + fldrd --> dctp + fldox + h2o			1	0	((((((b0684_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b0684_AND_b4238)))_OR_(((b2895_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b2895_AND_b4238))))))	4	2
RNTR4c	[c] : fldrd + utp --> dutp + fldox + h2o			1	0	((((((b0684_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b0684_AND_b4238)))_OR_(((b2895_AND_b3924_AND_b4237_AND_b4238)))_OR_(((b2895_AND_b4238))))))	4	2
RPE	[c] : ru5p-D <==> xu5p-D			1	0	((((b3386)_OR_(b4301))))	2	1
RPI	[c] : r5p <==> ru5p-D			1	0	((((b2914)_OR_(b4090))))	2	1
RZ5PP	[c] : 5prdmbz + h2o --> pi + rdmbzi			1	0	((b0638))	1	1
S7PI	[c] : s7p --> gmhep7p			1	0	((b0222))	1	1
SADH	[c] : (2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn			1	0	((b1745))	1	1
SADT2	[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi			1	0	((((b2751_AND_b2752))))	1	2
SARCOX	[c] : h2o + o2 + sarcs --> fald + gly + h2o2			1	0	((b1059))	1	1
SBTPD	[c] : nad + sbt6p <==> f6p + h + nadh			1	0	((b2705))	1	1
SBTptspp	pep[c] + sbt-D[p] --> pyr[c] + sbt6p[c]			1	0	((((b2415_AND_b2416_AND_b2702_AND_b2703_AND_b2704))))	1	5
SBTtex	sbt-D[e] <==> sbt-D[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SDPDS	[c] : h2o + sl26da --> 26dap-LL + succ			1	0	((b2472))	1	1
SDPTA	[c] : akg + sl26da <==> glu-L + sl2a6o			1	0	((b3359))	1	1
SELCYSS	[c] : selnp + sertrna(sec) --> h + pi + sectrna			1	0	((b3591))	1	1
SELNPS	[c] : atp + h2o + seln --> amp + pi + selnp			1	0	((b1764))	1	1
SERASr	[c] : atp + h + ser-L <==> ppi + seramp			1	0	((b0586))	1	1
SERAT	[c] : accoa + ser-L <==> acser + coa			1	0	((b3607))	1	1
SERD_D	[c] : ser-D --> nh4 + pyr			1	0	((b2366))	1	1
SERD_L	[c] : ser-L --> nh4 + pyr			1	0	((((b1814)_OR_(b2797)_OR_(b3708)_OR_(b4471))))	4	1
SERt2rpp	h[p] + ser-L[p] <==> h[c] + ser-L[c]			1	0	((((b2796)_OR_(b3116))))	2	1
SERt4pp	na1[p] + ser-L[p] --> na1[c] + ser-L[c]			1	0	((b3089))	1	1
SERtex	ser-L[e] <==> ser-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SERTRS	[c] : atp + ser-L + trnaser --> amp + ppi + sertrna			1	0	((b0893))	1	1
SERTRS2	[c] : atp + ser-L + trnasecys --> amp + ppi + sertrna(sec)			1	0	((b0893))	1	1
SFGTHi	[c] : Sfglutth + h2o --> for + gthrd + h			1	0	((((b0355)_OR_(b2154))))	2	1
SGDS	[c] : h2o + sucglu --> glu-L + succ			1	0	((b1744))	1	1
SGSAD	[c] : h2o + nad + sucgsa --> (2) h + nadh + sucglu			1	0	((b1746))	1	1
SHCHCS2	[c] : ichor + ssaltpp --> 2shchc + pyr + thmpp			1	0	((b2264))	1	1
SHCHD2	[c] : dscl + nad --> h + nadh + scl			1	0	((b3368))	1	1
SHCHF	[c] : fe2 + scl --> (3) h + sheme			1	0	((b3368))	1	1
SHK3Dr	[c] : 3dhsk + h + nadph <==> nadp + skm			1	0	((((b1692)_OR_(b3281))))	2	1
SHKK	[c] : atp + skm --> adp + h + skm5p			1	0	((((b0388)_OR_(b3390))))	2	1
SHSL1	[c] : cys-L + suchms --> cyst-L + h + succ			1	0	((b3939))	1	1
SKMt2pp	h[p] + skm[p] --> h[c] + skm[c]			1	0	((b1981))	1	1
SKMtex	skm[e] <==> skm[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SO2tex	so2[e] <==> so2[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SO2tpp	so2[p] <==> so2[c]			1	0		0	0
SO3tex	so3[e] <==> so3[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SO4tex	so4[e] <==> so4[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SOTA	[c] : akg + sucorn --> glu-L + sucgsa			1	0	((b1748))	1	1
SPMDabcpp	atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c]			1	0	((((((b1123_AND_b1124_AND_b1125_AND_b1126)))_OR_(((b1440_AND_b1441_AND_b1442_AND_b1443))))))	2	4
SPMDAT1	[c] : accoa + spmd --> N1aspmd + coa + h			1	0	((b1584))	1	1
SPMDAT2	[c] : accoa + spmd --> coa + h + n8aspmd			1	0	((b1584))	1	1
SPMDtex	spmd[e] <==> spmd[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SPMS	[c] : ametam + ptrc --> 5mta + h + spmd			1	0	((b0121))	1	1
SPODM	[c] : (2) h + (2) o2s --> h2o2 + o2			1	0	((((b1656)_OR_(b3908))))	2	1
SPODMpp	[p] : (2) h + (2) o2s --> h2o2 + o2			1	0	((b1646))	1	1
SSALx	[c] : h2o + nad + sucsal --> (2) h + nadh + succ			1	0		0	0
SSALy	[c] : h2o + nadp + sucsal --> (2) h + nadph + succ			1	0	((b2661))	1	1
SUCBZL	[c] : atp + coa + sucbz --> amp + ppi + sbzcoa			1	0	((b2260))	1	1
SUCBZS	[c] : 2shchc --> h2o + sucbz			1	0	((b2261))	1	1
SUCCt2_2pp	(2) h[p] + succ[p] --> (2) h[c] + succ[c]			1	0	((b3528))	1	1
SUCCt2_3pp	(3) h[p] + succ[p] --> (3) h[c] + succ[c]			1	0	((((b4123)_OR_(b4138))))	2	1
SUCCt3pp	h[p] + succ[c] --> h[c] + succ[p]			1	0		0	0
SUCCtex	succ[e] <==> succ[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SUCDi	[c] : q8 + succ --> fum + q8h2			1	0	((((b0721_AND_b0722_AND_b0723_AND_b0724))))	1	4
SUCFUMtpp	fum[p] + succ[c] <==> fum[c] + succ[p]			1	0	((((b0621)_OR_(b4123)_OR_(b4138))))	3	1
SUCOAS	[c] : atp + coa + succ <==> adp + pi + succoa			1	0	((((b0728_AND_b0729))))	1	2
SUCptspp	pep[c] + sucr[p] --> pyr[c] + suc6p[c]			1	0	((((b2415_AND_b2416_AND_b2417_AND_b2429))))	1	4
SUCRtex	sucr[e] <==> sucr[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SULabcpp	atp[c] + h2o[c] + so4[p] --> adp[c] + h[c] + pi[c] + so4[c]			1	0	((((((b0763_AND_b0764_AND_b0765)))_OR_(((b2422_AND_b2423_AND_b2424_AND_b2425)))_OR_(((b2422_AND_b2423_AND_b2424_AND_b3917))))))	3	3
SULFACabcpp	atp[c] + h2o[c] + sulfac[p] --> adp[c] + h[c] + pi[c] + sulfac[c]			1	0	((((b0933_AND_b0934_AND_b0936))))	1	3
SULFACtex	sulfac[e] <==> sulfac[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
SULRi	[c] : (5) h + (3) nadph + so3 --> (3) h2o + h2s + (3) nadp			1	0	((((b2763_AND_b2764))))	1	2
T2DECAI	[c] : tdec2eACP <==> cdec3eACP			1	0	((b0954))	1	1
TAGURr	[c] : altrn + nad <==> h + nadh + tagur			1	0	((b1521))	1	1
TALA	[c] : g3p + s7p <==> e4p + f6p			1	0	((((b0008)_OR_(b2464))))	2	1
TARTD	[c] : tartr-L --> h2o + oaa			1	0	((((b3061_AND_b3062))))	1	2
TARTRt7pp	succ[c] + tartr-L[p] <==> succ[p] + tartr-L[c]			1	0	((b3063))	1	1
TARTRtex	tartr-L[e] <==> tartr-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TAUDO	[c] : akg + o2 + taur --> aacald + co2 + h + so3 + succ			1	0	((b0368))	1	1
TAURabcpp	atp[c] + h2o[c] + taur[p] --> adp[c] + h[c] + pi[c] + taur[c]			1	0	((((b0365_AND_b0366_AND_b0367))))	1	3
TAURtex	taur[e] <==> taur[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TCYNTtex	tcynt[e] <==> tcynt[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TDECOAI	[c] : tdecoa --> td2coa			1	0	((b3846))	1	1
TDP	[c] : h2o + thmpp --> h + pi + thmmp			1	0	((b1134))	1	1
TDPADGAT	[c] : accoa + dtdp4addg --> coa + dtdp4aaddg + h			1	0	((b3790))	1	1
TDPAGTA	[c] : dtdp4d6dg + glu-L --> akg + dtdp4addg			1	0	((b3791))	1	1
TDPDRE	[c] : dtdp4d6dg --> dtdp4d6dm			1	0	((b2038))	1	1
TDPDRR	[c] : dtdp4d6dm + h + nadph --> dtdprmn + nadp			1	0	((b2040))	1	1
TDPGDH	[c] : dtdpglu --> dtdp4d6dg + h2o			1	0	((((b2041)_OR_(b3788))))	2	1
TDSK	[c] : atp + lipidAds --> adp + h + lipidA			1	0	((b0915))	1	1
TDSR1	dsbcox[p] + dsbdrd[c] --> dsbcrd[p] + dsbdox[c]			1	0	((((b2893_AND_b4136))))	1	2
TDSR2	dsbdrd[c] + dsbgox[p] --> dsbdox[c] + dsbgrd[p]			1	0	((((b0604_AND_b4136))))	1	2
TGBPA	[c] : tagdp-D <==> dhap + g3p			1	0	((((((b2095_AND_b2096)))_OR_(((b3132_AND_b3137))))))	2	2
THD2pp	(2) h[p] + nadh[c] + nadp[c] --> (2) h[c] + nad[c] + nadph[c]			1	0	((((b1602_AND_b1603))))	1	2
THDPS	[c] : h2o + succoa + thdp --> coa + sl2a6o			1	0	((b0166))	1	1
THIORDXi	[c] : h2o2 + trdrd --> (2) h2o + trdox			1	0	((((((b2480_AND_b2582)))_OR_(((b2480_AND_b3781))))))	2	2
THMabcpp	atp[c] + h2o[c] + thm[p] --> adp[c] + h[c] + pi[c] + thm[c]			1	0	((((b0066_AND_b0067_AND_b0068))))	1	3
THMDt2pp	h[p] + thymd[p] --> h[c] + thymd[c]			1	0	((((b2393)_OR_(b2964))))	2	1
THMDt2rpp	h[p] + thymd[p] <==> h[c] + thymd[c]			1	0	((b2406))	1	1
THMDtex	thymd[e] <==> thymd[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
THMtex	thm[e] <==> thm[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
THRA2i	[c] : athr-L --> acald + gly			1	0	((((b0870)_OR_(b2551))))	2	1
THRabcpp	atp[c] + h2o[c] + thr-L[p] --> adp[c] + h[c] + pi[c] + thr-L[c]			1	0	((((b3454_AND_b3455_AND_b3456_AND_b3457_AND_b3460))))	1	5
THRAi	[c] : thr-L --> acald + gly			1	0	((((b0870)_OR_(b2551))))	2	1
THRD	[c] : nad + thr-L --> 2aobut + h + nadh			1	0	((b3616))	1	1
THRD_L	[c] : thr-L --> 2obut + nh4			1	0	((((b1814)_OR_(b2797)_OR_(b3117)_OR_(b3772))))	4	1
THRPtex	thrp[e] <==> thrp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
THRS	[c] : h2o + phom --> pi + thr-L			1	0	((b0004))	1	1
THRt2pp	h[p] + thr-L[c] --> h[c] + thr-L[p]			1	0	((((b0813)_OR_(b3823))))	2	1
THRt2rpp	h[p] + thr-L[p] <==> h[c] + thr-L[c]			1	0	((b3116))	1	1
THRt4pp	na1[p] + thr-L[p] --> na1[c] + thr-L[c]			1	0	((b3089))	1	1
THRtex	thr-L[e] <==> thr-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
THRTRS	[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna			1	0	((b1719))	1	1
THYMt3pp	h[p] + thym[c] --> h[c] + thym[p]			1	0		0	0
THYMtex	thym[e] <==> thym[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
THZPSN	[c] : atp + cys-L + dxyl5p + tyr-L --> 4hba + 4mpetz + ala-L + amp + co2 + h + h2o + ppi			1	0	((((((b3990_AND_b3991))_AND_b0423_AND_b2530_AND_b3992_AND_b4407))))	1	6
TKT1	[c] : r5p + xu5p-D <==> g3p + s7p			1	0	((((b2465)_OR_(b2935))))	2	1
TKT2	[c] : e4p + xu5p-D <==> f6p + g3p			1	0	((((b2465)_OR_(b2935))))	2	1
TMAOR1	[c] : h + mql8 + tmao --> h2o + mqn8 + tma			1	0	((((((b0894_AND_b0895_AND_b0896)))_OR_(((b1587_AND_b1588_AND_b1589_AND_b1590))))))	2	3
TMAOR1pp	h[p] + mql8[c] + tmao[p] --> h2o[p] + mqn8[c] + tma[p]			1	0	((((((b0996_AND_b0997)))_OR_(((b1872_AND_b1873))))))	2	2
TMAOR2	[c] : 2dmmql8 + h + tmao --> 2dmmq8 + h2o + tma			1	0	((((b0894_AND_b0895_AND_b0896))))	1	3
TMAOR2pp	2dmmql8[c] + h[p] + tmao[p] --> 2dmmq8[c] + h2o[p] + tma[p]			1	0	((((((b0996_AND_b0997)))_OR_(((b1872_AND_b1873))))))	2	2
TMAOtex	tmao[e] <==> tmao[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TMAtex	tma[e] <==> tma[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TMDK1	[c] : atp + thymd --> adp + dtmp + h			1	0	((b1238))	1	1
TMDPP	[c] : pi + thymd <==> 2dr1p + thym			1	0	((b4382))	1	1
TMDS	[c] : dump + mlthf --> dhf + dtmp			1	0	((b2827))	1	1
TMK	[c] : atp + thm --> adp + h + thmmp			1	0	((b1106))	1	1
TMPK	[c] : atp + thmmp --> adp + thmpp			1	0	((b0417))	1	1
TMPPP	[c] : 2mahmp + 4mpetz + h --> ppi + thmmp			1	0	((b3993))	1	1
TPI	[c] : dhap <==> g3p			1	0	((b3919))	1	1
TPRDCOAS	[c] : atp + dpcoa --> 2tpr3dpcoa + ade			1	0	((b0613))	1	1
TRDR	[c] : h + nadph + trdox --> nadp + trdrd			1	0	((((((((b0888_AND_b0888))_AND_b3781)))_OR_(b2582))))	2	1
TRE6PH	[c] : h2o + tre6p --> g6p + glc-D			1	0	((b4239))	1	1
TRE6PP	[c] : h2o + tre6p --> pi + tre			1	0	((b1897))	1	1
TRE6PS	[c] : g6p + udpg --> h + tre6p + udp			1	0	((b1896))	1	1
TREH	[c] : h2o + tre --> (2) glc-D			1	0	((b3519))	1	1
TREHpp	[p] : h2o + tre --> (2) glc-D			1	0	((b1197))	1	1
TREptspp	pep[c] + tre[p] --> pyr[c] + tre6p[c]			1	0	((((b2415_AND_b2416_AND_b2417_AND_b4240))))	1	4
TREtex	tre[e] <==> tre[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TRPAS2	[c] : h2o + trp-L <==> indole + nh4 + pyr			1	0	((b3708))	1	1
TRPS1	[c] : 3ig3p + ser-L --> g3p + h2o + trp-L			1	0	((((b1260_AND_b1261))))	1	2
TRPS2	[c] : indole + ser-L --> h2o + trp-L			1	0	((((b1260_AND_b1261))))	1	2
TRPS3	[c] : 3ig3p --> g3p + indole			1	0	((((b1260_AND_b1261))))	1	2
TRPt2rpp	h[p] + trp-L[p] <==> h[c] + trp-L[c]			1	0	((((b0112)_OR_(b3161)_OR_(b3709))))	3	1
TRPtex	trp-L[e] <==> trp-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TRPTRS	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna			1	0	((b3384))	1	1
TRSARr	[c] : 2h3oppan + h + nadh <==> glyc-R + nad			1	0	((((b0509)_OR_(b3125))))	2	1
TSULabcpp	atp[c] + h2o[c] + tsul[p] --> adp[c] + h[c] + pi[c] + tsul[c]			1	0	((((((b2422_AND_b2423_AND_b2424_AND_b2425)))_OR_(((b2422_AND_b2423_AND_b2424_AND_b3917))))))	2	4
TSULtex	tsul[e] <==> tsul[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TTDCAtexi	ttdca[e] --> ttdca[p]			1	0	((b2344))	1	1
TTDCEAtexi	ttdcea[e] --> ttdcea[p]			1	0	((b2344))	1	1
TUNGSabcpp	atp[c] + h2o[c] + tungs[p] --> adp[c] + h[c] + pi[c] + tungs[c]			1	0	((((b0763_AND_b0764_AND_b0765))))	1	3
TUNGStex	tungs[e] <==> tungs[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TYMtex	tym[e] <==> tym[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TYROXDApp	[p] : h2o + o2 + tym --> 4hoxpacd + h2o2 + nh4			1	0	((b1386))	1	1
TYRPpp	[p] : h2o + tyrp --> pi + tyr-L			1	0	((b4055))	1	1
TYRPtex	tyrp[e] <==> tyrp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TYRt2rpp	h[p] + tyr-L[p] <==> h[c] + tyr-L[c]			1	0	((((b0112)_OR_(b0576)_OR_(b1907))))	3	1
TYRTA	[c] : akg + tyr-L <==> 34hpp + glu-L			1	0	((((b0928)_OR_(b4054))))	2	1
TYRtex	tyr-L[e] <==> tyr-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
TYRTRS	[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna			1	0	((b1637))	1	1
U23GAAT	[c] : 3hmrsACP + u3hga --> ACP + h + u23ga			1	0	((b0179))	1	1
UAAGDS	[c] : 26dap-M + atp + uamag --> adp + h + pi + ugmd			1	0	((b0085))	1	1
UACGALPpp	[p] : h2o + udpacgal --> acgal1p + (2) h + ump			1	0	((b0480))	1	1
UACGAMPpp	[p] : h2o + uacgam --> acgam1p + (2) h + ump			1	0	((b0480))	1	1
UACGAMtex	uacgam[e] <==> uacgam[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UACMAMO	[c] : h2o + (2) nad + uacmam --> (3) h + (2) nadh + uacmamu			1	0	((b3787))	1	1
UAG2E	[c] : uacgam <==> uacmam			1	0	((b3786))	1	1
UAGAAT	[c] : 3hmrsACP + uacgam <==> ACP + u3aga			1	0	((((b0181_AND_b1094))))	1	2
UAGCVT	[c] : pep + uacgam --> pi + uaccg			1	0	((b3189))	1	1
UAGDP	[c] : acgam1p + h + utp --> ppi + uacgam			1	0	((b3730))	1	1
