Abbreviation	Equation	Lower	Upper	Present	Synthetic objective	GeneAssociation	Knockout cost	Knockin cost
EX_12ppd-R(e)	[e] : 12ppd-R <==>	0	None	1	0		0	0
EX_12ppd-S(e)	[e] : 12ppd-S <==>	0	None	1	0		0	0
EX_14glucan(e)	[e] : 14glucan <==>	0	None	1	0		0	0
EX_15dap(e)	[e] : 15dap <==>	0	None	1	0		0	0
EX_23camp(e)	[e] : 23camp <==>	0	None	1	0		0	0
EX_23ccmp(e)	[e] : 23ccmp <==>	0	None	1	0		0	0
EX_23cgmp(e)	[e] : 23cgmp <==>	0	None	1	0		0	0
EX_23cump(e)	[e] : 23cump <==>	0	None	1	0		0	0
EX_23dappa(e)	[e] : 23dappa <==>	0	None	1	0		0	0
EX_26dap-M(e)	[e] : 26dap-M <==>	0	None	1	0		0	0
EX_2ddglcn(e)	[e] : 2ddglcn <==>	0	None	1	0		0	0
EX_34dhpac(e)	[e] : 34dhpac <==>	0	None	1	0		0	0
EX_3amp(e)	[e] : 3amp <==>	0	None	1	0		0	0
EX_3cmp(e)	[e] : 3cmp <==>	0	None	1	0		0	0
EX_3gmp(e)	[e] : 3gmp <==>	0	None	1	0		0	0
EX_3hcinnm(e)	[e] : 3hcinnm <==>	0	None	1	0		0	0
EX_3hpppn(e)	[e] : 3hpppn <==>	0	None	1	0		0	0
EX_3ump(e)	[e] : 3ump <==>	0	None	1	0		0	0
EX_4abut(e)	[e] : 4abut <==>	0	None	1	0		0	0
EX_4hoxpacd(e)	[e] : 4hoxpacd <==>	0	None	1	0		0	0
EX_5dglcn(e)	[e] : 5dglcn <==>	0	None	1	0		0	0
EX_ac(e)	[e] : ac <==>	0	None	1	0		0	0
EX_acac(e)	[e] : acac <==>	0	None	1	0		0	0
EX_acald(e)	[e] : acald <==>	0	None	1	0		0	0
EX_acgal(e)	[e] : acgal <==>	0	None	1	0		0	0
EX_acgal1p(e)	[e] : acgal1p <==>	0	None	1	0		0	0
EX_acgam(e)	[e] : acgam <==>	0	None	1	0		0	0
EX_acgam1p(e)	[e] : acgam1p <==>	0	None	1	0		0	0
EX_acmana(e)	[e] : acmana <==>	0	None	1	0		0	0
EX_acmum(e)	[e] : acmum <==>	0	None	1	0		0	0
EX_acnam(e)	[e] : acnam <==>	0	None	1	0		0	0
EX_acolipa(e)	[e] : acolipa <==>	0	None	1	0		0	0
EX_acser(e)	[e] : acser <==>	0	None	1	0		0	0
EX_ade(e)	[e] : ade <==>	0	None	1	0		0	0
EX_adn(e)	[e] : adn <==>	0	None	1	0		0	0
EX_adocbl(e)	[e] : adocbl <==>	0	None	1	0		0	0
EX_ag(e)	[e] : ag <==>	0	None	1	0		0	0
EX_agm(e)	[e] : agm <==>	0	None	1	0		0	0
EX_akg(e)	[e] : akg <==>	0	None	1	0		0	0
EX_alaala(e)	[e] : alaala <==>	0	None	1	0		0	0
EX_ala-B(e)	[e] : ala-B <==>	0	None	1	0		0	0
EX_ala-D(e)	[e] : ala-D <==>	0	None	1	0		0	0
EX_ala-L(e)	[e] : ala-L <==>	0	None	1	0		0	0
EX_all-D(e)	[e] : all-D <==>	0	None	1	0		0	0
EX_alltn(e)	[e] : alltn <==>	0	None	1	0		0	0
EX_amp(e)	[e] : amp <==>	0	None	1	0		0	0
EX_anhgm(e)	[e] : anhgm <==>	0	None	1	0		0	0
EX_arab-L(e)	[e] : arab-L <==>	0	None	1	0		0	0
EX_arbtn(e)	[e] : arbtn <==>	0	None	1	0		0	0
EX_arbtn-fe3(e)	[e] : arbtn-fe3 <==>	0	None	1	0		0	0
EX_arg-L(e)	[e] : arg-L <==>	0	None	1	0		0	0
EX_ascb-L(e)	[e] : ascb-L <==>	0	None	1	0		0	0
EX_asn-L(e)	[e] : asn-L <==>	0	None	1	0		0	0
EX_aso3(e)	[e] : aso3 <==>	0	None	1	0		0	0
EX_asp-L(e)	[e] : asp-L <==>	0	None	1	0		0	0
EX_but(e)	[e] : but <==>	0	None	1	0		0	0
EX_butso3(e)	[e] : butso3 <==>	0	None	1	0		0	0
EX_ca2(e)	[e] : ca2 <==>	None	None	1	0		0	0
EX_cbi(e)	[e] : cbi <==>	0	None	1	0		0	0
EX_cbl1(e)	[e] : cbl1 <==>	None	None	1	0		0	0
EX_cd2(e)	[e] : cd2 <==>	0	None	1	0		0	0
EX_cgly(e)	[e] : cgly <==>	0	None	1	0		0	0
EX_chol(e)	[e] : chol <==>	0	None	1	0		0	0
EX_cit(e)	[e] : cit <==>	0	None	1	0		0	0
EX_cl(e)	[e] : cl <==>	None	None	1	0		0	0
EX_cmp(e)	[e] : cmp <==>	0	None	1	0		0	0
EX_co2(e)	[e] : co2 <==>	None	None	1	0		0	0
EX_cobalt2(e)	[e] : cobalt2 <==>	None	None	1	0		0	0
EX_colipa(e)	[e] : colipa <==>	0	None	1	0		0	0
EX_cpgn(e)	[e] : cpgn <==>	0	None	1	0		0	0
EX_cpgn-un(e)	[e] : cpgn-un <==>	0	None	1	0		0	0
EX_crn(e)	[e] : crn <==>	0	None	1	0		0	0
EX_csn(e)	[e] : csn <==>	0	None	1	0		0	0
EX_cu(e)	[e] : cu <==>	0	None	1	0		0	0
EX_cu2(e)	[e] : cu2 <==>	None	None	1	0		0	0
EX_cyan(e)	[e] : cyan <==>	0	None	1	0		0	0
EX_cynt(e)	[e] : cynt <==>	0	None	1	0		0	0
EX_cys-D(e)	[e] : cys-D <==>	0	None	1	0		0	0
EX_cys-L(e)	[e] : cys-L <==>	0	None	1	0		0	0
EX_cytd(e)	[e] : cytd <==>	0	None	1	0		0	0
EX_dad-2(e)	[e] : dad-2 <==>	0	None	1	0		0	0
EX_damp(e)	[e] : damp <==>	0	None	1	0		0	0
EX_dca(e)	[e] : dca <==>	0	None	1	0		0	0
EX_dcmp(e)	[e] : dcmp <==>	0	None	1	0		0	0
EX_dcyt(e)	[e] : dcyt <==>	0	None	1	0		0	0
EX_ddca(e)	[e] : ddca <==>	0	None	1	0		0	0
EX_dgmp(e)	[e] : dgmp <==>	0	None	1	0		0	0
EX_dgsn(e)	[e] : dgsn <==>	0	None	1	0		0	0
EX_dha(e)	[e] : dha <==>	0	None	1	0		0	0
EX_dimp(e)	[e] : dimp <==>	0	None	1	0		0	0
EX_din(e)	[e] : din <==>	0	None	1	0		0	0
EX_dms(e)	[e] : dms <==>	0	None	1	0		0	0
EX_dmso(e)	[e] : dmso <==>	0	None	1	0		0	0
EX_dopa(e)	[e] : dopa <==>	0	None	1	0		0	0
EX_dtmp(e)	[e] : dtmp <==>	0	None	1	0		0	0
EX_dump(e)	[e] : dump <==>	0	None	1	0		0	0
EX_duri(e)	[e] : duri <==>	0	None	1	0		0	0
EX_eca4colipa(e)	[e] : eca4colipa <==>	0	None	1	0		0	0
EX_enlipa(e)	[e] : enlipa <==>	0	None	1	0		0	0
EX_enter(e)	[e] : enter <==>	0	None	1	0		0	0
EX_etha(e)	[e] : etha <==>	0	None	1	0		0	0
EX_ethso3(e)	[e] : ethso3 <==>	0	None	1	0		0	0
EX_etoh(e)	[e] : etoh <==>	0	None	1	0		0	0
EX_f6p(e)	[e] : f6p <==>	0	None	1	0		0	0
EX_fald(e)	[e] : fald <==>	0	None	1	0		0	0
EX_fe2(e)	[e] : fe2 <==>	None	None	1	0		0	0
EX_fe3(e)	[e] : fe3 <==>	None	None	1	0		0	0
EX_fe3dcit(e)	[e] : fe3dcit <==>	0	None	1	0		0	0
EX_fe3dhbzs(e)	[e] : fe3dhbzs <==>	0	None	1	0		0	0
EX_fe3hox(e)	[e] : fe3hox <==>	0	None	1	0		0	0
EX_fe3hox-un(e)	[e] : fe3hox-un <==>	0	None	1	0		0	0
EX_fecrm(e)	[e] : fecrm <==>	0	None	1	0		0	0
EX_fecrm-un(e)	[e] : fecrm-un <==>	0	None	1	0		0	0
EX_feenter(e)	[e] : feenter <==>	0	None	1	0		0	0
EX_feoxam(e)	[e] : feoxam <==>	0	None	1	0		0	0
EX_feoxam-un(e)	[e] : feoxam-un <==>	0	None	1	0		0	0
EX_for(e)	[e] : for <==>	0	None	1	0		0	0
EX_fru(e)	[e] : fru <==>	0	None	1	0		0	0
EX_frulys(e)	[e] : frulys <==>	0	None	1	0		0	0
EX_fruur(e)	[e] : fruur <==>	0	None	1	0		0	0
EX_fuc-L(e)	[e] : fuc-L <==>	0	None	1	0		0	0
EX_fum(e)	[e] : fum <==>	0	None	1	0		0	0
EX_g1p(e)	[e] : g1p <==>	0	None	1	0		0	0
EX_g3pc(e)	[e] : g3pc <==>	0	None	1	0		0	0
EX_g3pe(e)	[e] : g3pe <==>	0	None	1	0		0	0
EX_g3pg(e)	[e] : g3pg <==>	0	None	1	0		0	0
EX_g3pi(e)	[e] : g3pi <==>	0	None	1	0		0	0
EX_g3ps(e)	[e] : g3ps <==>	0	None	1	0		0	0
EX_g6p(e)	[e] : g6p <==>	0	None	1	0		0	0
EX_gal(e)	[e] : gal <==>	0	None	1	0		0	0
EX_gal1p(e)	[e] : gal1p <==>	0	None	1	0		0	0
EX_gal-bD(e)	[e] : gal-bD <==>	0	None	1	0		0	0
EX_galct-D(e)	[e] : galct-D <==>	0	None	1	0		0	0
EX_galctn-D(e)	[e] : galctn-D <==>	0	None	1	0		0	0
EX_galctn-L(e)	[e] : galctn-L <==>	0	None	1	0		0	0
EX_galt(e)	[e] : galt <==>	0	None	1	0		0	0
EX_galur(e)	[e] : galur <==>	0	None	1	0		0	0
EX_gam(e)	[e] : gam <==>	0	None	1	0		0	0
EX_gam6p(e)	[e] : gam6p <==>	0	None	1	0		0	0
EX_gbbtn(e)	[e] : gbbtn <==>	0	None	1	0		0	0
EX_gdp(e)	[e] : gdp <==>	0	None	1	0		0	0
EX_glc(e)	[e] : glc-D <==>	None	None	1	0		0	0
EX_glcn(e)	[e] : glcn <==>	0	None	1	0		0	0
EX_glcr(e)	[e] : glcr <==>	0	None	1	0		0	0
EX_glcur(e)	[e] : glcur <==>	0	None	1	0		0	0
EX_glcur1p(e)	[e] : glcur1p <==>	0	None	1	0		0	0
EX_gln-L(e)	[e] : gln-L <==>	0	None	1	0		0	0
EX_glu-L(e)	[e] : glu-L <==>	0	None	1	0		0	0
EX_gly(e)	[e] : gly <==>	0	None	1	0		0	0
EX_glyald(e)	[e] : glyald <==>	0	None	1	0		0	0
EX_glyb(e)	[e] : glyb <==>	0	None	1	0		0	0
EX_glyc(e)	[e] : glyc <==>	0	None	1	0		0	0
EX_glyc2p(e)	[e] : glyc2p <==>	0	None	1	0		0	0
EX_glyc3p(e)	[e] : glyc3p <==>	0	None	1	0		0	0
EX_glyclt(e)	[e] : glyclt <==>	0	None	1	0		0	0
EX_glyc-R(e)	[e] : glyc-R <==>	0	None	1	0		0	0
EX_gmp(e)	[e] : gmp <==>	0	None	1	0		0	0
EX_gsn(e)	[e] : gsn <==>	0	None	1	0		0	0
EX_gthox(e)	[e] : gthox <==>	0	None	1	0		0	0
EX_gthrd(e)	[e] : gthrd <==>	0	None	1	0		0	0
EX_gtp(e)	[e] : gtp <==>	0	None	1	0		0	0
EX_gua(e)	[e] : gua <==>	0	None	1	0		0	0
EX_h(e)	[e] : h <==>	None	None	1	0		0	0
EX_h2(e)	[e] : h2 <==>	0	None	1	0		0	0
EX_h2o(e)	[e] : h2o <==>	None	None	1	0		0	0
EX_h2o2(e)	[e] : h2o2 <==>	0	None	1	0		0	0
EX_h2s(e)	[e] : h2s <==>	0	None	1	0		0	0
EX_hacolipa(e)	[e] : hacolipa <==>	0	None	1	0		0	0
EX_halipa(e)	[e] : halipa <==>	0	None	1	0		0	0
EX_hdca(e)	[e] : hdca <==>	0	None	1	0		0	0
EX_hdcea(e)	[e] : hdcea <==>	0	None	1	0		0	0
EX_hg2(e)	[e] : hg2 <==>	0	None	1	0		0	0
EX_his-L(e)	[e] : his-L <==>	0	None	1	0		0	0
EX_hom-L(e)	[e] : hom-L <==>	0	None	1	0		0	0
EX_hxa(e)	[e] : hxa <==>	0	None	1	0		0	0
EX_hxan(e)	[e] : hxan <==>	0	None	1	0		0	0
EX_idon-L(e)	[e] : idon-L <==>	0	None	1	0		0	0
EX_ile-L(e)	[e] : ile-L <==>	0	None	1	0		0	0
EX_imp(e)	[e] : imp <==>	0	None	1	0		0	0
EX_indole(e)	[e] : indole <==>	0	None	1	0		0	0
EX_inost(e)	[e] : inost <==>	0	None	1	0		0	0
EX_ins(e)	[e] : ins <==>	0	None	1	0		0	0
EX_isetac(e)	[e] : isetac <==>	0	None	1	0		0	0
EX_k(e)	[e] : k <==>	None	None	1	0		0	0
EX_kdo2lipid4(e)	[e] : kdo2lipid4 <==>	0	None	1	0		0	0
EX_lac-D(e)	[e] : lac-D <==>	0	None	1	0		0	0
EX_lac-L(e)	[e] : lac-L <==>	0	None	1	0		0	0
EX_LalaDgluMdap(e)	[e] : LalaDgluMdap <==>	0	None	1	0		0	0
EX_LalaDgluMdapDala(e)	[e] : LalaDgluMdapDala <==>	0	None	1	0		0	0
EX_lcts(e)	[e] : lcts <==>	0	None	1	0		0	0
EX_leu-L(e)	[e] : leu-L <==>	0	None	1	0		0	0
EX_lipa(e)	[e] : lipa <==>	0	None	1	0		0	0
EX_lipa_cold(e)	[e] : lipa_cold <==>	0	None	1	0		0	0
EX_lys-L(e)	[e] : lys-L <==>	0	None	1	0		0	0
EX_lyx-L(e)	[e] : lyx-L <==>	0	None	1	0		0	0
EX_mal-D(e)	[e] : mal-D <==>	0	None	1	0		0	0
EX_mal-L(e)	[e] : mal-L <==>	0	None	1	0		0	0
EX_malt(e)	[e] : malt <==>	0	None	1	0		0	0
EX_malthx(e)	[e] : malthx <==>	0	None	1	0		0	0
EX_maltpt(e)	[e] : maltpt <==>	0	None	1	0		0	0
EX_malttr(e)	[e] : malttr <==>	0	None	1	0		0	0
EX_maltttr(e)	[e] : maltttr <==>	0	None	1	0		0	0
EX_man(e)	[e] : man <==>	0	None	1	0		0	0
EX_man6p(e)	[e] : man6p <==>	0	None	1	0		0	0
EX_manglyc(e)	[e] : manglyc <==>	0	None	1	0		0	0
EX_melib(e)	[e] : melib <==>	0	None	1	0		0	0
EX_met-D(e)	[e] : met-D <==>	0	None	1	0		0	0
EX_met-L(e)	[e] : met-L <==>	0	None	1	0		0	0
EX_metsox-R-L(e)	[e] : metsox-R-L <==>	0	None	1	0		0	0
EX_metsox-S-L(e)	[e] : metsox-S-L <==>	0	None	1	0		0	0
EX_mg2(e)	[e] : mg2 <==>	None	None	1	0		0	0
EX_minohp(e)	[e] : minohp <==>	0	None	1	0		0	0
EX_mmet(e)	[e] : mmet <==>	0	None	1	0		0	0
EX_mn2(e)	[e] : mn2 <==>	None	None	1	0		0	0
EX_mnl(e)	[e] : mnl <==>	0	None	1	0		0	0
EX_mobd(e)	[e] : mobd <==>	None	None	1	0		0	0
EX_mso3(e)	[e] : mso3 <==>	0	None	1	0		0	0
EX_n2o(e)	[e] : n2o <==>	0	None	1	0		0	0
EX_na1(e)	[e] : na1 <==>	None	None	1	0		0	0
EX_nac(e)	[e] : nac <==>	0	None	1	0		0	0
EX_nh4(e)	[e] : nh4 <==>	None	None	1	0		0	0
EX_ni2(e)	[e] : ni2 <==>	0	None	1	0		0	0
EX_nmn(e)	[e] : nmn <==>	0	None	1	0		0	0
EX_no(e)	[e] : no <==>	0	None	1	0		0	0
EX_no2(e)	[e] : no2 <==>	0	None	1	0		0	0
EX_no3(e)	[e] : no3 <==>	0	None	1	0		0	0
EX_o16a4colipa(e)	[e] : o16a4colipa <==>	0	None	1	0		0	0
EX_o2(e)	[e] : o2 <==>	None	None	1	0		0	0
EX_o2s(e)	[e] : o2s <==>	0	None	1	0		0	0
EX_ocdca(e)	[e] : ocdca <==>	0	None	1	0		0	0
EX_ocdcea(e)	[e] : ocdcea <==>	0	None	1	0		0	0
EX_octa(e)	[e] : octa <==>	0	None	1	0		0	0
EX_orn(e)	[e] : orn <==>	0	None	1	0		0	0
EX_orot(e)	[e] : orot <==>	0	None	1	0		0	0
EX_pacald(e)	[e] : pacald <==>	0	None	1	0		0	0
EX_peamn(e)	[e] : peamn <==>	0	None	1	0		0	0
EX_phe-L(e)	[e] : phe-L <==>	0	None	1	0		0	0
EX_pheme(e)	[e] : pheme <==>	0	None	1	0		0	0
EX_pi(e)	[e] : pi <==>	None	None	1	0		0	0
EX_pnto-R(e)	[e] : pnto-R <==>	0	None	1	0		0	0
EX_ppa(e)	[e] : ppa <==>	0	None	1	0		0	0
EX_ppal(e)	[e] : ppal <==>	0	None	1	0		0	0
EX_pppn(e)	[e] : pppn <==>	0	None	1	0		0	0
EX_ppt(e)	[e] : ppt <==>	0	None	1	0		0	0
EX_progly(e)	[e] : progly <==>	0	None	1	0		0	0
EX_pro-L(e)	[e] : pro-L <==>	0	None	1	0		0	0
EX_psclys(e)	[e] : psclys <==>	0	None	1	0		0	0
EX_pser-L(e)	[e] : pser-L <==>	0	None	1	0		0	0
EX_ptrc(e)	[e] : ptrc <==>	0	None	1	0		0	0
EX_pyr(e)	[e] : pyr <==>	0	None	1	0		0	0
EX_r5p(e)	[e] : r5p <==>	0	None	1	0		0	0
EX_rib-D(e)	[e] : rib-D <==>	0	None	1	0		0	0
EX_rmn(e)	[e] : rmn <==>	0	None	1	0		0	0
EX_sbt-D(e)	[e] : sbt-D <==>	0	None	1	0		0	0
EX_ser-D(e)	[e] : ser-D <==>	0	None	1	0		0	0
EX_ser-L(e)	[e] : ser-L <==>	0	None	1	0		0	0
EX_skm(e)	[e] : skm <==>	0	None	1	0		0	0
EX_so2(e)	[e] : so2 <==>	0	None	1	0		0	0
EX_so3(e)	[e] : so3 <==>	0	None	1	0		0	0
EX_so4(e)	[e] : so4 <==>	None	None	1	0		0	0
EX_spmd(e)	[e] : spmd <==>	0	None	1	0		0	0
EX_succ(e)	[e] : succ <==>	0	None	1	0		0	0
EX_sucr(e)	[e] : sucr <==>	0	None	1	0		0	0
EX_sulfac(e)	[e] : sulfac <==>	0	None	1	0		0	0
EX_tartr-L(e)	[e] : tartr-L <==>	0	None	1	0		0	0
EX_taur(e)	[e] : taur <==>	0	None	1	0		0	0
EX_tcynt(e)	[e] : tcynt <==>	0	None	1	0		0	0
EX_thm(e)	[e] : thm <==>	0	None	1	0		0	0
EX_thr-L(e)	[e] : thr-L <==>	0	None	1	0		0	0
EX_thrp(e)	[e] : thrp <==>	0	None	1	0		0	0
EX_thym(e)	[e] : thym <==>	0	None	1	0		0	0
EX_thymd(e)	[e] : thymd <==>	0	None	1	0		0	0
EX_tma(e)	[e] : tma <==>	0	None	1	0		0	0
EX_tmao(e)	[e] : tmao <==>	0	None	1	0		0	0
EX_tre(e)	[e] : tre <==>	0	None	1	0		0	0
EX_trp-L(e)	[e] : trp-L <==>	0	None	1	0		0	0
EX_tsul(e)	[e] : tsul <==>	0	None	1	0		0	0
EX_ttdca(e)	[e] : ttdca <==>	0	None	1	0		0	0
EX_ttdcea(e)	[e] : ttdcea <==>	0	None	1	0		0	0
EX_tungs(e)	[e] : tungs <==>	None	None	1	0		0	0
EX_tym(e)	[e] : tym <==>	0	None	1	0		0	0
EX_tyr-L(e)	[e] : tyr-L <==>	0	None	1	0		0	0
EX_tyrp(e)	[e] : tyrp <==>	0	None	1	0		0	0
EX_uacgam(e)	[e] : uacgam <==>	0	None	1	0		0	0
EX_udpacgal(e)	[e] : udpacgal <==>	0	None	1	0		0	0
EX_udpg(e)	[e] : udpg <==>	0	None	1	0		0	0
EX_udpgal(e)	[e] : udpgal <==>	0	None	1	0		0	0
EX_udpglcur(e)	[e] : udpglcur <==>	0	None	1	0		0	0
EX_ump(e)	[e] : ump <==>	0	None	1	0		0	0
EX_ura(e)	[e] : ura <==>	0	None	1	0		0	0
EX_urea(e)	[e] : urea <==>	0	None	1	0		0	0
EX_uri(e)	[e] : uri <==>	0	None	1	0		0	0
EX_val-L(e)	[e] : val-L <==>	0	None	1	0		0	0
EX_xan(e)	[e] : xan <==>	0	None	1	0		0	0
EX_xmp(e)	[e] : xmp <==>	0	None	1	0		0	0
EX_xtsn(e)	[e] : xtsn <==>	0	None	1	0		0	0
EX_xyl-D(e)	[e] : xyl-D <==>	0	None	1	0		0	0
EX_xylu-L(e)	[e] : xylu-L <==>	0	None	1	0		0	0
EX_zn2(e)	[e] : zn2 <==>	None	None	1	0		0	0
12DGR120tipp	12dgr120[p] --> 12dgr120[c]			1	0		0	0
12DGR140tipp	12dgr140[p] --> 12dgr140[c]			1	0		0	0
12DGR141tipp	12dgr141[p] --> 12dgr141[c]			1	0		0	0
12DGR160tipp	12dgr160[p] --> 12dgr160[c]			1	0		0	0
12DGR161tipp	12dgr161[p] --> 12dgr161[c]			1	0		0	0
12DGR180tipp	12dgr180[p] --> 12dgr180[c]			1	0		0	0
12DGR181tipp	12dgr181[p] --> 12dgr181[c]			1	0		0	0
12PPDRtex	12ppd-R[e] <==> 12ppd-R[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
12PPDRtpp	12ppd-R[p] <==> 12ppd-R[c]			1	0		0	0
12PPDStex	12ppd-S[e] <==> 12ppd-S[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
12PPDStpp	12ppd-S[p] <==> 12ppd-S[c]			1	0		0	0
14GLUCANabcpp	14glucan[p] + atp[c] + h2o[c] --> 14glucan[c] + adp[c] + h[c] + pi[c]			1	0	((((b4032_AND_b4033_AND_b4034_AND_b4035))))	1	4
14GLUCANtexi	14glucan[e] --> 14glucan[p]			1	0	((b4036))	1	1
23CAMPtex	23camp[e] <==> 23camp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
23CCMPtex	23ccmp[e] <==> 23ccmp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
23CGMPtex	23cgmp[e] <==> 23cgmp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
23CUMPtex	23cump[e] <==> 23cump[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
23DAPPAt2pp	23dappa[p] + h[p] --> 23dappa[c] + h[c]			1	0		0	0
23DAPPAtex	23dappa[e] <==> 23dappa[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
23PDE2pp	[p] : 23cump + h2o --> 3ump + h			1	0	((b4213))	1	1
23PDE4pp	[p] : 23ccmp + h2o --> 3cmp + h			1	0	((b4213))	1	1
23PDE7pp	[p] : 23camp + h2o --> 3amp + h			1	0	((b4213))	1	1
23PDE9pp	[p] : 23cgmp + h2o --> 3gmp + h			1	0	((b4213))	1	1
26DAHtex	26dap-M[e] <==> 26dap-M[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
2AGPA120tipp	2ddecg3p[p] --> 2ddecg3p[c]			1	0	((b2835))	1	1
2AGPA140tipp	2tdecg3p[p] --> 2tdecg3p[c]			1	0	((b2835))	1	1
2AGPA141tipp	2tdec7eg3p[p] --> 2tdec7eg3p[c]			1	0	((b2835))	1	1
2AGPA160tipp	2hdecg3p[p] --> 2hdecg3p[c]			1	0	((b2835))	1	1
2AGPA161tipp	2hdec9eg3p[p] --> 2hdec9eg3p[c]			1	0	((b2835))	1	1
2AGPA180tipp	2odecg3p[p] --> 2odecg3p[c]			1	0	((b2835))	1	1
2AGPA181tipp	2odec11eg3p[p] --> 2odec11eg3p[c]			1	0	((b2835))	1	1
2AGPE120tipp	2agpe120[p] --> 2agpe120[c]			1	0	((b2835))	1	1
2AGPE140tipp	2agpe140[p] --> 2agpe140[c]			1	0	((b2835))	1	1
2AGPE141tipp	2agpe141[p] --> 2agpe141[c]			1	0	((b2835))	1	1
2AGPE160tipp	2agpe160[p] --> 2agpe160[c]			1	0	((b2835))	1	1
2AGPE161tipp	2agpe161[p] --> 2agpe161[c]			1	0	((b2835))	1	1
2AGPE180tipp	2agpe180[p] --> 2agpe180[c]			1	0	((b2835))	1	1
2AGPE181tipp	2agpe181[p] --> 2agpe181[c]			1	0	((b2835))	1	1
2AGPEAT120	[c] : 2agpe120 + atp + ddca --> amp + pe120 + ppi			1	0	((b2836))	1	1
2AGPEAT140	[c] : 2agpe140 + atp + ttdca --> amp + pe140 + ppi			1	0	((b2836))	1	1
2AGPEAT141	[c] : 2agpe141 + atp + ttdcea --> amp + pe141 + ppi			1	0	((b2836))	1	1
2AGPEAT160	[c] : 2agpe160 + atp + hdca --> amp + pe160 + ppi			1	0	((b2836))	1	1
2AGPEAT161	[c] : 2agpe161 + atp + hdcea --> amp + pe161 + ppi			1	0	((b2836))	1	1
2AGPEAT180	[c] : 2agpe180 + atp + ocdca --> amp + pe180 + ppi			1	0	((b2836))	1	1
2AGPEAT181	[c] : 2agpe181 + atp + ocdcea --> amp + pe181 + ppi			1	0	((b2836))	1	1
2AGPG120tipp	2agpg120[p] --> 2agpg120[c]			1	0	((b2835))	1	1
2AGPG140tipp	2agpg140[p] --> 2agpg140[c]			1	0	((b2835))	1	1
2AGPG141tipp	2agpg141[p] --> 2agpg141[c]			1	0	((b2835))	1	1
2AGPG160tipp	2agpg160[p] --> 2agpg160[c]			1	0	((b2835))	1	1
2AGPG161tipp	2agpg161[p] --> 2agpg161[c]			1	0	((b2835))	1	1
2AGPG180tipp	2agpg180[p] --> 2agpg180[c]			1	0	((b2835))	1	1
2AGPG181tipp	2agpg181[p] --> 2agpg181[c]			1	0	((b2835))	1	1
2AGPGAT120	[c] : 2agpg120 + atp + ddca --> amp + pg120 + ppi			1	0	((b2836))	1	1
2AGPGAT140	[c] : 2agpg140 + atp + ttdca --> amp + pg140 + ppi			1	0	((b2836))	1	1
2AGPGAT141	[c] : 2agpg141 + atp + ttdcea --> amp + pg141 + ppi			1	0	((b2836))	1	1
2AGPGAT160	[c] : 2agpg160 + atp + hdca --> amp + pg160 + ppi			1	0	((b2836))	1	1
2AGPGAT161	[c] : 2agpg161 + atp + hdcea --> amp + pg161 + ppi			1	0	((b2836))	1	1
2AGPGAT180	[c] : 2agpg180 + atp + ocdca --> amp + pg180 + ppi			1	0	((b2836))	1	1
2AGPGAT181	[c] : 2agpg181 + atp + ocdcea --> amp + pg181 + ppi			1	0	((b2836))	1	1
2DGLCNRx	[c] : 2dhglcn + h + nadh --> glcn + nad			1	0	((b3553))	1	1
2DGLCNRy	[c] : 2dhglcn + h + nadph --> glcn + nadp			1	0	((b3553))	1	1
2DGULRx	[c] : 2dhguln + h + nadh --> idon-L + nad			1	0	((b3553))	1	1
2DGULRy	[c] : 2dhguln + h + nadph --> idon-L + nadp			1	0	((b3553))	1	1
2MAHMP	[c] : 2mahmp + h2o --> 4ampm + h + pi			1	0	((((b0446)_OR_(b1134))))	2	1
34dhpactex	34dhpac[e] <==> 34dhpac[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
3AMPtex	3amp[e] <==> 3amp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
3CMPtex	3cmp[e] <==> 3cmp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
3GMPtex	3gmp[e] <==> 3gmp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
3HAD100	[c] : 3hdecACP --> h2o + tdec2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD120	[c] : 3hddecACP --> h2o + tddec2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD121	[c] : 3hcddec5eACP --> h2o + t3c5ddeceACP			1	0	((((b0180)_OR_(b0954))))	2	1
