KEGG, CAS,PubChem,ChEBI,NIKKAJI,PDB-CCD,KNApSAcK,3DMET,LIPIDMAPS,GlycomeDB,CCSD,JCGGDB,LipidBank
C10249,114488-83-4,12435,3344,J2.772.110I, ,C00002873,B03674, , , , , 
C10248,127211-03-4,12434,3141,J254.230G, ,C00002872,B03673, , , , , 
G00352, , , , , , , , ,17460,6794|6795|11728|11878|13867|18258|22605|23814|31147|32353,JCGG-STR008020, 
C19778, ,135626245, , , , , , , , , , 
C19779,4726-85-6,135626246, , , , , , , , , , 
C19774, ,135626241, , , , , , , , , , 
C05163, ,7579, ,J2.172.259F, , , , , , , , 
C05165, ,7580,18206,J653.557G, , , , , , , , 
G00358, , , , , , , , ,9218,649|2567|2581|2582|4546|7424|8552|9265|9888|10269|11174|13939|14471|17846|19152|22775|26435|27681|30015|32802|34994|37485|38021|42861|49587|50120,JCGG-STR030507, 
C11114,91-80-5,13296,6820,J4.348F, , , , , , , , 
C11115,620-02-0,13297,2091,J37.047I, , , , , , , , 
C11116,3659-97-0,13298,6886,J284.219J, , , , , , , , 
C11117, ,13299,2103,J2.773.375A, , , , , , , , 
C11110,138261-41-3,13292,39168|5870,J452.024F,IM4, , , , , , , 
C11111,50512-35-1,13293,6047,J3.513K, , , , , , , , 
C11112,52303-69-2,13294,6048,J1.569.879I, , , , , , , , 
C11113,493-78-7,13295,6819,J6.072K, , , , , , , , 
C11118,872-50-4,13300,7307,J26.033I,MB3,C00039855, , , , , , 
C11119,73870-33-4,13301,7329,J59.630B, , , , , , , , 
G11349, , , , , , , , ,24418, ,JCGG-STR015521, 
G06797, , , , , , , , ,6642,34363,JCGG-STR027725, 
G06794, , , , , , , , ,811,13764,JCGG-STR029301, 
C07369,50-24-8,9573,8378,J39.548J, , , ,LMST02030179, , , ,SST0091
G03088, , , , , , , , ,4348,2518|6428,JCGG-STR025299, 
G03089, , , , , , , , , ,15487|15497, , 
G03084, , , , , , , , ,19229,9466|37780,JCGG-STR009945, 
G03085, , , , , , , , ,19230,2702|9602,JCGG-STR009946, 
G03086, , , , , , , , ,19231,3075|11452,JCGG-STR009947, 
G03080, , , , , , , , ,9978,21438|21439,JCGG-STR031326,GSG1146
G03081, , , , , , , , ,19227,27383|31128,JCGG-STR009943, 
G03082, , , , , , , , ,19228,7363|7367|24048|25628,JCGG-STR009944, 
C07361,59703-84-3,9565,8233,J18.443H, , , , , , , , 
C03236, ,6106, , , , , , , , , , 
C03237, ,6107,15501,J2.741.421D, , , , , , , , 
C03235, ,6105,1881,J199.695I, , , , , , , , 
C03232, ,6103,30933,J2.180.747H,HPV,C00019657,B00565, , , , , 
C03233,63958-66-7,6104,17199,J18.347D, , ,B00566, , , , , 
C03230, ,6101,15976,J2.368.984G, , ,B04885, , , , , 
C03231, ,6102,15488,J2.741.395A, , ,B04886, , , , , 
C03238,566-88-1,6108,17762,J149.976I, , , ,LMST01010174, , , , 
C03239, ,6109,17534,J39.064J, , ,B00567, , , , , 
C07367,55268-74-1,9571,45267,J2.787A, , , , , , , , 
G06791, , , , , , , , ,21800,8921,JCGG-STR012717, 
G08500, , , , , , , , ,23040,30597,JCGG-STR014041, 
G08501, , , , , , , , ,23041,31052, , 
G08502, , , , , , , , ,23042,678,JCGG-STR014042, 
G08503, , , , , , , , ,9711,16003,JCGG-STR031033, 
G08505, , , , , , , , ,23043,32018|40203,JCGG-STR014043, 
G08507, , , , , , , , ,23044,15311,JCGG-STR014044, 
G08508, , , , , , , , , ,43320, , 
G08509, , , , , , , , ,23045,11551,JCGG-STR014045, 
G02396, , , , , , , , ,18759,23306,JCGG-STR009433, 
C06010, ,8282,18409,J2.362.063D,X2X, ,B01949, , , , , 
G02395, , , , , , , , ,18758,17849|27682,JCGG-STR009432, 
C06016, ,8288,15447, , , , , , , , , 
G05903, , , , , , , , ,21149,34425,JCGG-STR012017, 
G05902, , , , , , , , , ,44975, , 
G05900, , , , , , , , ,21148,28912,JCGG-STR012016, 
G05906, , , , , , , , ,21152,9177,JCGG-STR012021, 
G05905, , , , , , , , ,21151,16525|24131,JCGG-STR012020, 
G05904, , , , , , , , ,21150,17839,JCGG-STR012019, 
G05909, , , , , , , , ,21154,36524,JCGG-STR012023, 
G05908, , , , , , , , ,21153,16951,JCGG-STR012022, 
C05297, ,7681,799,J101.998H, , ,B05008,LMST02020083, , , , 
G02027, , , , , , , , ,3196,24087|26360|28931,JCGG-STR022932,GSG1201
G02026, , , , , , , , ,18496,16817|18200|27339|40645,JCGG-STR009143, 
G02021, , , , , , , , ,18493,904|24040|24600,JCGG-STR009140, 
G02020, , , , , , , , ,18492,20785|21643|27573|29372,JCGG-STR009139, 
C13183,7585-39-9,585247,495055,J245.583H,BCD, , , , , , , 
C13182,78718-25-9,585246,31258,J447.373F, , , , , , , , 
C13189,7789-41-5,585253,31338,J43.725E, , , , , , , , 
C05299,362-08-3,7683,1189,J101.999F, , ,B01839,LMST02010033, , , , 
G07511, , , , , , , , , ,32093, , 
C11965, ,14126,29539,J2.778.606E, , , , , , , , 
C11964, ,14125,29526,J2.778.605G, , , , , , , , 
C11967,65195-56-4,14128,29537,J33.375A, , , ,LMPK04000020, , , , 
C11966, ,14127,29527,J2.778.607C, , , , , , , , 
C11961, ,14122, ,J2.778.598K, , ,B04388, , , , , 
C11960,65195-54-2,14121,29531,J91.851B, , , ,LMPK04000019, , , , 
C11963, ,14124,29538,J2.778.604I, , , , , , , , 
C11962, ,14123, ,J2.778.602B, , , , , , , , 
C11969, ,14130, ,J2.778.608A, , ,B04389, , , , , 
C11968,65195-52-0,14129,29525,J91.850D, , , ,LMPK04000021, , , , 
C16609,62498-69-5,51090935,80604,J324.094K, , , , , , , , 
C16608,62498-67-3,51090934,80603,J307.060C, , , , , , , , 
C16601,68011-66-5,51090927,80596,J620.201B, , , , , , , , 
C16600, ,51090926,80595,J2.804.054G, , , , , , , , 
C13235,59828-07-8,585979,32056, , , , , , , , , 
C16602,68011-67-6,51090928,80597,J620.202K, , , , , , , , 
C16605, ,51090931,80600,J83.067D, , , , , , , , 
C16604, ,51090930,80599,J1.051.924A, , , ,LMPK13090031, , , , 
C16607, ,51090933,80602,J378.717F, , , , , , , , 
C16606, ,51090932,80601,J2.804.058J, , , , , , , , 
C16199,97-05-2,47205507,68555,J8.317H, , , , , , , , 
C00210,14709-02-5,3510,3796, , , , , , , , , 
C16198, ,47205506,18814,J2.798.799K, , , , , , , , 
C16195,40246-10-4,47205503,80373,J396.591K, ,C00010089, , , , , , 
C00213,107-97-1,3513,15611,J5.067I,SAR, ,B01190, , , , , 
G05275, , , , , , , , ,20701,28190,JCGG-STR011540, 
G05274, , , , , , , , ,20700,8769,JCGG-STR011539, 
G05277, , , , , , , , ,9917,16021,JCGG-STR031260,GSG2008
G05276, , , , , , , , ,10175,1299,JCGG-STR000198, 
G05271, , , , , , , , ,7703,4328,JCGG-STR028855, 
G05270, , , , , , , , ,20698,42124,JCGG-STR011536, 
G05273, , , , , , , , ,20699,30424, , 
G05272, , , , , , , , ,8000,24881,JCGG-STR029180, 
G05279, , , , , , , , ,11969,29705,JCGG-STR002147, 
G05278, , , , , , , , ,11952,5208,JCGG-STR002129, 
C18179, ,96024395,81565,J2.765.021J, , , ,LMFA04000007, , , , 
C18178, ,96024394,81564,J2.417.899D, , , ,LMFA04000006, , , , 
G01598, , , , , , , , ,18217,2179|23278|23400,JCGG-STR008840, 
G01599, , , , , , , , ,18218,3472|13898|31357|31358|46468,JCGG-STR008841, 
G01594, , , , , , , , ,16949,34035|34036|45015|45016|46424|46459,JCGG-STR007481, 
G01595, , , , , , , , ,7378,20670|40187|40188,JCGG-STR028504, 
C18173, ,96024389,81560,J2.719.149E, , , ,LMFA03070020, , , , 
C18172, ,96024388,66868, , , , , , , , , 
C18175, ,96024391,81561, , , , , , , , , 
C18174, ,96024390,67204, , , , , , , , , 
C18177, ,96024393,81563, , , , ,LMFA03070025, , , , 
G01593, , , , , , , , ,18215,3565|32774|33265,JCGG-STR008838, 
C10768,10550-80-8,12951,6081,J2.779.652D, ,C00002222, , , , , , 
C10769,18688-40-9,12952,6369,J1.076.775J, ,C00002223,B04116, , , , , 
C10764,32101-29-4,12947,1996,J102.927D, ,C00002219|C00007696,B05481, , , , , 
C10765,642-71-7,12948,2760,J107.381H, ,C00002637,B04115, , , , , 
C10766,152982-97-3,12949,2870,J2.779.452A, ,C00002639,B05482, , , , , 
C10767,37551-60-3,12950,4605,J2.779.576E, ,C00002220,B05483, , , , , 
C10760,486-86-2,12943,3474,J9.380G, ,C00002216,B05479, , , , , 
C10761,123-11-5,12944,28235,J3.618H, ,C00002636,B04114, , , , , 
C10762,20772-38-7,12945,3705,J15.353B, ,C00002217, , , , , , 
C10763,485-35-8,12946,4055,J9.571K, ,C00002218,B05480, , , , , 
C19802, ,135626269, , , , , , , , , , 
C19803, ,135626270, , , , , , , , , , 
C19800,13826-35-2,135626267, , ,0OO, , , , , , , 
C19801, ,135626268, , , , , , , , , , 
C19806,99-14-9,135626273, , ,TRC, , , , , , , 
C19807,18103-42-9,135626274,543745, , ,C00003916, ,LMPK12110880, , , , 
C19804, ,135626271, , , , , , , , , , 
C19805,145040-09-1,135626272, , , , , , , , , , 
C19808,494-08-6,135626275, , , ,C00045132, , , , , , 
C19809, ,135626276, , , , , , , , , , 
G11748, , , , , , , , ,5905, ,JCGG-STR026934, 
G11749, , , , , , , , ,33509, , , 
G11740, , , , , , , , ,33507, , , 
G11745, , , , , , , , ,33508, , , 
G11747, , , , , , , , , ,44490, , 
G04560, , , , , , , , ,20235,9056,JCGG-STR011041, 
G04561, , , , , , , , ,11499,12348,JCGG-STR001638,GSG1392
C08912,84633-34-1,11104,9039,J2.360.563E, ,C00003591|C00034244,B02518, , , , , 
C08913,126-18-1,11105,28933,J5.381C, ,C00003592|C00032186,B02519,LMST01080005, , , , 
C08910,51024-64-7,11102,8915,J1.465.421F, ,C00003588,B02516, , , , , 
C08911,24333-07-1,11103,9038,J16.825D, ,C00003589,B02517, , , , , 
C08916,27530-69-4,11108,9612,J2.552.642B, ,C00003595,B02522, , , , , 
C08917,60478-69-5,11109,9718,J825.449D, ,C00003596,B02523, , , , , 
C08914,77-60-1,11106,9595,J4.209I, ,C00003593,B02520,LMST01080009, , , , 
C08915,1329-83-5,11107,9596,J2.767.322H, ,C00003594,B02521, , , , , 
C08918,512-06-1,11110,10086,J6.273A, ,C00003597,B02524,LMST01080045, , , , 
C08919,110996-52-6,11111,10087,J2.767.366J, ,C00003598,B02525, , , , , 
G04569, , , , , , , , ,5687,15272,JCGG-STR026702, 
C20613, ,172232338, , , , , , , , , , 
C20612, ,172232337, , , , , , , , , , 
C20617, ,172232341, , , , , , , , , , 
C20616, ,172232340, , , , , , , , , , 
C20614, ,172232339, , , , , , , , , , 
C20619, ,172232343, , , , , , , , , , 
C20618, ,172232342, , , , , , , , , , 
C00859,545-97-1,4116,27717,J4.738D, ,C00000001,B01344,LMPR0104170001, , , , 
C00858,485-72-3,4115,18088,J12.525C, ,C00002525,B00192,LMPK12050037, , , , 
C00853,18534-66-2,4110,15982,J10.492B, , , , , , , , 
C00852,327-97-9|202650-88-2,4109,16112,J108.009A|J954.882C, ,C00002724|C00049091,B01342, , , , , 
C00850, ,4107,27905|37919,J32.910J, , , , , , , , 
C00857, ,4114,18304, ,DND|NXX, ,B01343, , , , , 
C00856, ,4113,17873, , , , , , , , , 
C00855,348-67-4,4112,16867,J9.192H,MED, ,B00191, , , , , 
C00854,108-93-0,4111,18099,J2.871A,CXL, ,B00190, , , , , 
G02920, , , , , , , , ,19121,1595|8802|10917,JCGG-STR009829, 
G02921, , , , , , , , ,19122,4910|21571,JCGG-STR009830, 
G02922, , , , , , , , ,19123,13534|13539,JCGG-STR009831, 
G02923, , , , , , , , ,19124,1324|16854,JCGG-STR009832, 
G02924, , , , , , , , ,19125,40426|43488,JCGG-STR009833, 
G02925, , , , , , , , ,19126,39272|41276,JCGG-STR009834, 
G02926, , , , , , , , ,19127,39274|41278,JCGG-STR009835, 
G02927, , , , , , , , ,19128,5503|5504|16435|41811,JCGG-STR009836, 
C00588,107-73-3,3867,18132,J215.288F,PC,C00007299,B00141, , , , , 
C00585, ,3864, , , , , , , , , , 
C00584,363-24-6,3863,15551,J9.243F,P2E, ,B01290,LMFA03010003, , , ,XPR1401
C00587,99-06-9,3866,30764,J43.202D,3HB,C00040822|C00048480,B00140, , , , , 
C00586,154-17-6,3865,15866,J59.831C, , ,B04704, , , , , 
C00581,352-97-6,3860,16344,J4.504G,NMG, ,B00139, , , , , 
C00580,75-18-3,3859,17437,J1.443E,MSM, ,B00138, , , , , 
C00583,57-55-6,3862,16997,J1.918F, ,C00007410,B04703, , , , , 
C00582, ,3861,15537,J363.723I,FAQ,C00007536,B04702, , , , , 
G03658, , , , , , , , ,9094,5191,JCGG-STR030370, 
G08603, , , , , , , , ,11820,22557,JCGG-STR001985, 
G08602, , , , , , , , ,12171,23398,JCGG-STR002369, 
G03657, , , , , , , , ,19586,20954,JCGG-STR010333, 
G03656, , , , , , , , ,19585,45381,JCGG-STR010332, 
G08607, , , , , , , , ,23117,294,JCGG-STR014122, 
G08606, , , , , , , , ,23116,8246,JCGG-STR014121, 
G08605, , , , , , , , ,23115,281|8743|9453|10338|10717|11382|43207|44967|47890,JCGG-STR014120, 
G08604, , , , , , , , ,23114,28556,JCGG-STR014119, 
G12617, , , , , , , , ,24952, ,JCGG-STR016077, 
C14458, ,17395458,34707,J710.918K, , , , , , , , 
C16811,18234-46-3,96023335,80746,J74.716E, , , , , , , , 
C14456,100-00-5,17395456,34399,J3.586F, , , , , , , , 
C14457,1014-70-6,17395457,34976,J3.657I, , , , , , , , 
C14454,118-79-6,17395454,47696,J5.307D,TBP,C00033540, , , , , , 
C14455,103-69-5,17395455,34870,J3.603J, , , , , , , , 
C14452,110-91-8,17395452,34856,J2.453H, , , , , , , , 
C16812,67910-07-0,96023336,80747,J2.805.597H, , , , , , , , 
C14450,106-47-8,17395450,20331,J4.034G, , , , , , , , 
C14451,106-43-4,17395451,34401,J3.610B, , , , , , , , 
G08904, , , , , , , , , ,21244, , 
G12614, , , , , , , , ,33539, , , 
G08905, , , , , , , , , ,49023, , 
G08906, , , , , , , , ,6348,24752,JCGG-STR027407, 
G12612, , , , , , , , ,33538, , , 
C01061,28613-33-4,4300,30907,J817.612D, ,C00007599,B00233,LMFA01170066, , , , 
C01060,300-39-0|66-02-4,4299,15768,J4.841K,TYI, ,B01373, , , , , 
C01063, ,4302,15504,J1.074.430J, , ,B04761, , , , , 
C13924, ,854168, , , , , , , , , ,GSG1331
C01064, ,4303,16788, , , , , , , , , 
C01067, ,4306,28525,J2.731.140G, , , , , , , , 
C01066,504-02-9,4305,17766,J6.214F, , ,B00234, , , , , 
C01069, ,4308,15911,J2.731.144J, , , , , , , , 
C13923, ,854167,34540, , , , , , , , , 
G12610, , , , , , , , ,24951, ,JCGG-STR016076, 
C09274,83-94-3,11465,9386,J9.333E, ,C00001772, , , , , , 
C09275,18483-64-2,11466,69990,J14.073B, ,C00002482,B02820,LMPK12100002, , , , 
C09276,13849-08-6,11467,6695,J14.029E, ,C00000584,B02821, , , , , 
C09277,15085-71-9,11468,6929,J243.836D, ,C00002484,B02822, , , , , 
C09270,53023-18-0,11461,6056,J10.750F, ,C00002478,B02816, , , , , 
C09271,61899-44-3,11462,6411,J2.380.494H, ,C00002479,B02817, , , , , 
C09272,27303-26-0,11463,6450,J2.769.132C, ,C00002480,B02818, , , , , 
C09273,483-92-1,11464,6586,J12.540G, ,C00002481,B02819, , , , , 
G08903, , , , , , , , ,23327,315,JCGG-STR014348, 
C09278,495-32-9,11469,49083,J15.206D, ,C00002485,B02823, , , , , 
C09279,495-31-8,11470,7607,J10.620H, ,C00002486,B02824, , , , , 
C08585,470-38-2,10778,3378,J5.936F, ,C00003764,B02243,LMPR01070048, , , , 
C08584,465-42-9,10777,3375,J5.891B, ,C00003763,B02242,LMPR01070265, , , ,VCA0045
C08587,1923-89-3,10780,27793,J146.766B, ,C00003767,B05267,LMPR01070267, , , ,VCA1172
C08586,472-92-4,10779,27705,J11.881H, ,C00003766,B02244,LMPR01070266, , , ,VCA1043
C08581,507-61-9,10774,2944,J6.233B, ,C00003761,B02239, , , , , 
C08580,472-61-7,10773,40968,J11.883D,AXT,C00000918,B02238,LMPR01070263, , , ,VCA0002
C08583,514-78-3,10776,3362,J6.290A, ,C00000922,B02241,LMPR01070264, , , ,VCA0040
C08582,6983-79-5,10775,3136,J9.821C, ,C00003762,B02240, , , , , 
C08589,42553-65-1,10782,79068,J16.015F, ,C00003769,B02246, , , , , 
C08588,27876-94-4,10781,3918,J17.159J, ,C00003768,B02245, , , , , 
C17210, ,96023618,50261,J2.805.977I, ,C00007647, , , , , , 
C09188,72963-56-5,11380,9244,J230.935A, ,C00003484,B02754, , , , , 
C09189,57817-89-7,11381,9271,J27.441K, ,C00003485,B02755, , , , , 
C09186,141262-39-7,11378,9205,J634.736C, ,C00003483,B02752, , , , , 
C09187,518-17-2,11379,4948,J9.430G, ,C00001727,B02753, , , , , 
C09184,66548-00-3,11376,9135,J20.509E, ,C00003481,B02751, , , , , 
C09185,1404-62-2,11377,70548,J37.161K, ,C00003482,B05330, , , , , 
C09182,6812-87-9,11374,8904,J16.190J, ,C00003480,B02749, , , , , 
C09183,515-03-7,11375,9053,J13.989K, ,C00000894,B02750, , , , , 
C09180,30460-34-5,11372,8833,J19.092F, ,C00003479,B02747, , , , , 
C09181,6377-18-0,11373,3580,J10.572D, ,C00002457,B02748, , , , , 
G00058, , , , , , , , ,2994,1469|14298|16205|33611,JCGG-STR020921,GSG1373
G00059, , , , , , , , ,2991,1643|1644|14297|16204|17656|17844|21097|22148|27548|28587|33609,JCGG-STR020918,GSG1374
G00052, , , , , , , , ,1841,1039|1040|1041|1042|8576|10507|11299|16334|16360|17654|17780|38020,JCGG-STR009051,GSG1172
C12853,15318-45-3,583242,32215,J9.286J,TH8, , , , , , , 
G00053, , , , , , , , ,9220,23032|38031,JCGG-STR030510, 
C12859,979-32-8,583248,31561,J7.207I, , ,B04558,LMST02010039, , , , 
C17215, ,96023623,80964,J2.805.985J, , , , , , , , 
C15493,3/8/5300,17396485,50648,J528.606I,9CR, , ,LMPR01090022, , , , 
C15492, ,17396484,52075,J2.127.566B, , , ,LMPR01090047, , , , 
C15495, ,17396487,52021,J787.059K, , , , , , , , 
C15494,55486-00-5,17396486,52020,J668.940J,DCQ, , , , , , , 
C15497, ,17396489,55458,J529.379K, , , , , , , , 
C15496, ,17396488,79973, , , , , , , , , 
C15499,123-54-6,17396491,14750,J2.499F,P2D, , ,LMFA12000075, , , , 
C15498, ,17396490,79974, , , , , , , , , 
C17214, ,96023622,50262,J2.805.984A, ,C00007646, , , , , , 
C00008,58-64-0,3310,16761,J10.683F,ADP,C00019353,B01130, , , , , 
C00009,7664-38-2,3311,18367|26078,J3.746J,2HP|PI|PO4,C00007408,B00002, , , , , 
C07058,4759-48-2,9270, , , , , ,LMPR01090021, , , , 
C07056,7683-59-2,9268,64317,J28.477G, , , , , , , , 
C00001,7732-18-5,3303,15377,J43.587B,HOH|O, ,B01124, , , , , 
C00002,56-65-5,3304,15422,J10.680A,ATP,C00001491,B01125, , , , , 
C00003,53-84-9,3305,15846,J136.554A,NAD|NAJ,C00007256,B01126, , , , , 
C00004,58-68-4,3306,16908,J213.546I,NAI,C00019343,B01127, , , , , 
C07053,530-08-5,9265,6005,J6.696F, , , , , , , , 
C00006,53-59-8,3308,18009,J247.824B,NAP, ,B01129, , , , , 
C00007,7782-44-7,3309,15379,J44.420K,OXY, ,B00001, , , , , 
C08639,20905-74-2,10832,3978,J294.525H, ,C00038883,B02292, , , , , 
C08638,50802-21-6,10831,9602,J10.251B, ,C00003759,B02291, , , , , 
C08637,127-22-0,10830,9402,J108.005I, ,C00003758,B02290, , , , , 
C08636,1059-14-9,10829,9401,J7.231A, ,C00003757,B02289,LMPR0106180006, , , , 
C08635,108885-68-3,10828,9388,J1.934.836I, ,C00003756,B02288, , , , , 
C08634,26790-93-2,10827,9025,J17.330D, ,C00003754,B02287, , , , , 
C08633,1258-84-0,10826,8416,J14.371E, ,C00003753,B02286, , , , , 
C08632,78782-15-7,10825,7919,J413.548B, ,C00003752,B02285, , , , , 
C08631,18211-63-7,10824,6783,J612.396A, ,C00003751,B02284, , , , , 
C08630,1617-68-1,10823,69744,J145.292D, ,C00003750,B02283,LMPR0106130002, , , , 
C05744, ,8039,2393, , , , , , , , , 
C05745, ,8040,3247, , , , ,LMFA07060004, , , , 
C05746, ,8041,1642, , , , ,LMFA07060005, , , , 
C05747, ,8042,326, , , , ,LMFA07060006, , , , 
C05748, ,8043,10727, , , , ,LMFA07060007, , , , 
C05749, ,8044,5704, , , , ,LMFA07060039, , , , 
C17216, ,96023624,80965,J2.805.986H, ,C00007648, , , , , , 
C12146, ,14293,31330, , , , , , , , , 
C12147, ,14294,37525,J203.332A,TPO, ,B04438, , , , , 
C12144,554-62-1,14291,46961,J13.584D, , ,B04437,LMSP01030001, , , ,DLB0039
C12145, ,14292,31998, , , , , , , , , 
C12142, ,14289,46971,J960.798F, ,C00040067,B04436,LMPR0103650003, , , , 
C12143,27918-14-5,14290,31076,J88.528B, , , , , , , , 
C12140,18470-06-9,14287,31799,J220.342A, ,C00039728,B04434, , , , , 
C12141,68795-37-9,14288,74793,J291.386K, , ,B04435, , , , , 
C12148,91682-96-1,14295,32155,J55.620C, ,C00018584,B04439, , , , , 
C12149, ,14296,32156,J2.474.279B, , , , , , , , 
G12240, , , , , , , , ,24791,4963|9297|13825|14171|14223|14281|14306|14333|15298|16186|16257|16389|18678|36596|36743,JCGG-STR015902, 
G12241, , , , , , , , ,24792,13127|13484|15637|22643|23145|36831,JCGG-STR015903, 
G12242, , , , , , , , ,24793,34426,JCGG-STR015904, 
G12243, , , , , , , , ,3966,36211,JCGG-STR024883, 
G12244, , , , , , , , ,24794,16112,JCGG-STR015905, 
G12245, , , , , , , , ,24795,34418,JCGG-STR015906, 
G12246, , , , , , , , ,230,26371|43935,JCGG-STR013995, 
G12247, , , , , , , , ,21872,17153,JCGG-STR012791, 
G12248, , , , , , , , ,18763,37909|38211|38225|38232|38234|41213, , 
G12249, , , , , , , , ,7697,10715,JCGG-STR028847, 
C13431,14660-91-4,586173,32446|35306,J246.977D,NEX,C00003780,B05650,LMPR01070291, , , ,VCA0059
C16104, ,47205414,80318,J2.797.800B, , , , , , , , 
C13433, ,586175,35305,J387.832E, ,C00045500,B04572,LMPR01070284, , , , 
C01843, ,4961,8321, , , , , , , , , 
C01842,626-97-1,4960,16459,J44.090F, , ,B00358,LMFA08010002, , , , 
C01841,73306-73-7,4959,17251,J137.919D, ,C00021799, , , , , , 
C04832, ,7393,18209,J977.616H, , ,B01796, , , , , 
C04835, ,7396,15556,J2.754.824E, , , ,LMFA03010205, , , , 
C04834, ,7395,15580,J2.754.804K, , ,B01797,LMFA01020279|LMFA01070019, , , , 
C01845,67-63-0,4963,17824,J1.411G,IPA,C00048438,B00359, , , , , 
C01844,81093-37-0,4962,63618,J139.432K, ,C00000565, , , , , , 
C04839, ,7397,1612,J2.755.924G, , , , , , , , 
C16102, ,47205412,80316, , , , , , , , , 
C01849,14487-05-9,4966,16324,J13.933E, ,C00018712,B04817,LMPK05000004, , , , 
C01848,13929-35-6,4965,17876,J14.966G, , ,B01506,LMPK05000003, , , , 
C16103, ,47205413,80317,J2.797.799E, , , , , , , , 
C17530,79-20-9,96023875,77700,J1.965H, ,C00048479, , , , , , 
C04075,55528-30-8,6770,15885,J90.275F, , ,B00674, , , , , 
C17532,60589-06-2,96023877,81164,J65.683F, , , , , , , , 
C17533, ,96023878,81165,J16.816E, , , , , , , , 
C17534, ,96023879,81166,J16.162D, , , , , , , , 
G02294, , , , , , , , ,18676,3080|4303,JCGG-STR009341, 
C17536, ,96023881,81168,J1.650.184K, , , , , , , , 
C20465, ,163312202,73346, , , , , , , , , 
C17538, ,96023883,37777,J8.251A, , , , , , , , 
C17539,29845-71-4,96023884,81170,J586.025C, , , , , , , , 
C16101, ,47205411,80315,J2.008.489H, , , , , , , , 
C06091,302-27-2,8357,2430,J9.871J, ,C00001611,B01970, , , , , 
C06090,562-28-7,8356,15415,J144.066G, ,C00007253,B05159,LMPR0104130002, , , , 
C06093,19436-07-8,8359,15610,J555.881F, ,C00000886,B05161,LMPR0104170040, , , , 
C04076, ,6771,17917,J1.136.598A, , ,B00675, , , , , 
C06095,88373-65-3,8361,27531,J2.761.056K, , ,B01972,LMPR0104170008, , , , 
C06094,51576-08-0,8360,27433,J4.770H, ,C00000053,B01971,LMPR0104170007, , , , 
C06096, ,8362,28040,J4.759G, ,C00000029,B05162,LMPR0104170036, , , , 
C06099,5989-27-5,8364,15382,J9.591E, ,C00010868,B00899,LMPR0102090013, , , , 
C20460, ,163312197, , , , , , , , , , 
C04070, ,6765,52076,J2.746.235I, , , ,LMPR0104170033, , , , 
G08985, , , , , , , , ,23371,3337,JCGG-STR014396, 
G08986, , , , , , , , ,23372,26207,JCGG-STR014397, 
G08980, , , , , , , , ,23368,13693,JCGG-STR014392, 
G08981, , , , , , , , ,23369,12763,JCGG-STR014393, 
G08982, , , , , , , , ,23370,36666,JCGG-STR014395, 
G08983, , , , , , , , ,2211,23332,JCGG-STR013042, 
C04072, ,6767,28491, , , , , , , , , 
G08988, , , , , , , , ,23373,16964,JCGG-STR014398, 
G08989, , , , , , , , ,23374,13336,JCGG-STR014399, 
C02578, ,5573,8098,J150.784B, , , , , , , , 
C02579, ,5574,27699, , , , , , , , , 
C02576,2111-75-3,5571,15421,J2.142C, ,C00003050,B00463,LMPR0102090010, , , , 
C02577, ,5572,28964,J2.739.099D, , , , , , , , 
C02574, ,5569,17800,J2.739.086B, , , , , , , , 
C02575,87-86-5,5570,17642,J3.904G,PCI,C00007496,B00462, , , , , 
C02572, ,5568,18013,J2.738.985F, , , , , , , , 
C02571, ,5567,15960|57589,J370.408D, , ,B01589, , , , , 
C04545, ,7151,29187, , , , , , , , , 
C04079, ,6773,18416,J2.746.251K, , ,B01715, , , , , 
C04078,1115-84-0,6772,6884,J246.885I, , , , , , , , 
C10162,23943-03-5,12348,7571,J16.439I, ,C00002059,B03596, , , , , 
C10163,49620-06-6,12349,7579,J21.667D, ,C00002060,B03597, , , , , 
C10160,532-12-7,12346,7051,J11.722F, ,C00002056,B03594, , , , , 
C10161,487-19-4,12347,7564,J6.018F, ,C00002058,B03595, , , , , 
C10166,20069-09-4,12352,8241,J14.252B, ,C00002066,B03600, , , , , 
C10167,14058-39-0,12353,43,J591.189C, ,C00002067,B03601, , , , , 
C10164,98-98-6,12350,28747,J45.682I,6PC,C00002063,B03598, , , , , 
C10165,501-02-0,12351,8217,J12.240H|J586.527A, ,C00002064,B03599, , , , , 
C17394,118117-31-0,96023747,81057,J514.544I, , , , , , , , 
C17395, ,96023748,81058,J41.472G, , , , , , , , 
C10168,140-55-6,12354,8603,J822.172C, ,C00002068,B03602, , , , , 
C10169,60890-27-9,12355,8916,J244.990K, ,C00002070,B05419, , , , , 
C17390,9003-29-6,96023743,53358,J203.530H, , , , , , , , 
C17391,529-39-5,96023744,81054,J14.374J, ,C00008219, , , , , , 
C17392,20548-54-3,96023745,81055,J43.730A, , , , , , , , 
C17393,11013-97-1,96023746,81056,J4.473C, , , , , , , , 
C17646, ,96023990,81242,J39.832B, , , ,LMST04010041, , , , 
C14841,95-56-7,17395839,34264,J3.565C,2BR,C00036481, , , , , , 
C14840,71942-12-6,17395838,34587,J2.790.485H, , , , , , , , 
C14843,17345-77-6,17395841,34388,J287.015K, , , , , , , , 
